0
ELAPSED: 12.227121114730835
wrote to ../../heightmaps/mp_eroded_10000_heightmap1.png
         7980032 function calls (7915230 primitive calls) in 15.640 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      664    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       55    0.000    0.000    0.000    0.000 trait_types.py:2325(init_fast_validate)
      466    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
       19    0.000    0.000    0.000    0.000 path.py:98(__init__)
       68    0.000    0.000    0.035    0.001 __init__.py:1432(get_metadata_lines)
        8    0.000    0.000    0.001    0.000 enum.py:389(_create_)
        1    0.000    0.000    0.000    0.000 python.py:381(Python2Lexer)
       41    0.000    0.000    0.000    0.000 deprecation.py:365(<genexpr>)
       36    0.000    0.000    0.023    0.001 __init__.py:2557(_version_from_file)
       33    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:740(create_module)
        1    0.000    0.000    0.000    0.000 _base.py:422(_AxesBase)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
      150    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
      107    0.000    0.000    0.000    0.000 traits.py:641(__init__)
      107    0.000    0.000    0.000    0.000 rcsetup.py:65(__call__)
       42    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 history_console_widget.py:18(HistoryConsoleWidget)
        1    0.000    0.000    0.007    0.007 pyparsing.py:6398(pyparsing_common)
        1    0.000    0.000    0.014    0.014 multiarray.py:7(<module>)
      105    0.000    0.000    0.000    0.000 _generated_parser.py:883(to_regexp)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
      160    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.002    0.002 defchararray.py:17(<module>)
       94    0.000    0.000    0.000    0.000 traits.py:129(__init__)
      343    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.002    0.002 blas.py:202(<module>)
        1    0.000    0.000    0.017    0.017 volume.py:186(Volume)
        1    0.000    0.000    0.000    0.000 version_registry.py:43(HandlerRegistry)
      107    0.000    0.000    0.000    0.000 has_traits.py:2927(class_traits)
    87/79    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
       19    0.000    0.000    0.000    0.000 __init__.py:2271(_check_shape)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       18    0.000    0.000    0.011    0.001 __init__.py:3017(_parsed_pkg_info)
        1    0.000    0.000    0.000    0.000 collection.py:21(Collection)
        1    0.000    0.000    0.002    0.002 scimath.py:17(<module>)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:10(<module>)
      126    0.000    0.000    0.000    0.000 colors.py:704(__init__)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
      200    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        3    0.000    0.000    0.000    0.000 configobj.py:1543(_parse)
        1    0.000    0.000    0.004    0.004 pyparsing.py:5399(pyparsing_common)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:70(_wrapreduction)
       86    0.000    0.000    0.000    0.000 markers.py:119(<lambda>)
       86    0.000    0.000    0.000    0.000 markers.py:122(<lambda>)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       49    0.000    0.000    0.000    0.000 pathlib.py:700(__str__)
       17    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
      160    0.000    0.000    0.000    0.000 gzip.py:93(prepend)
       80    0.000    0.000    0.005    0.000 gzip.py:271(read)
      177    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
     1006    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.034    0.034 requirements.py:4(<module>)
      150    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
        4    0.000    0.000    0.001    0.000 preferences_helper.py:153(_initialize)
      160    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
    92/46    0.000    0.000    0.000    0.000 markers.py:141(_coerce_parse_result)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       53    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.001    0.001 image_plane_widget.py:34(ImagePlaneWidget)
       28    0.000    0.000    0.005    0.000 toolkit.py:430(color_trait)
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
      258    0.000    0.000    0.000    0.000 markers.py:46(__init__)
        1    0.000    0.000    0.005    0.005 text.py:27(Text)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       80    0.000    0.000    0.000    0.000 base64.py:508(_input_type_check)
      306    0.000    0.000    0.000    0.000 rcsetup.py:1043(_convert_validator_spec)
       25    0.000    0.000    0.004    0.000 pyparsing.py:1250(setParseAction)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.011    0.011 modules.py:720(_make_functions)
      136    0.000    0.000    0.001    0.000 _asarray.py:14(asarray)
       55    0.000    0.000    0.000    0.000 trait_numeric.py:257(_default_for_dtype_and_shape)
       16    0.000    0.000    0.008    0.000 rcsetup.py:843(cycler)
       38    0.000    0.000    0.062    0.002 __init__.py:2743(requires)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        9    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
       24    0.000    0.000    0.003    0.000 pyparsing.py:1291(extract_stack)
       80    0.000    0.000    0.001    0.000 base64.py:543(decodebytes)
        1    0.000    0.000    0.007    0.007 extract_grid.py:26(ExtractGrid)
       64    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.000    0.000 enum.py:830(__or__)
       55    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
        1    0.000    0.000    0.001    0.001 renderer.py:34(Renderer)
       46    0.000    0.000    0.010    0.000 markers.py:274(__init__)
      152    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
       25    0.000    0.000    0.000    0.000 _generated_parser.py:1363(maybe_create_child_filter)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1504(<dictcomp>)
       75    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.004    0.004 warp_vector_cut_plane.py:30(WarpVectorCutPlane)
        2    0.000    0.000    0.055    0.027 text.py:3(<module>)
        1    0.000    0.000    0.001    0.001 property.py:34(Property)
       14    0.000    0.000    0.000    0.000 __init__.py:2089(_warn_external)
        1    0.000    0.000    0.000    0.000 {colorNames}
      250    0.000    0.000    0.000    0.000 _generated_parser.py:184(<dictcomp>)
       18    0.000    0.000    0.000    0.000 trait_types.py:3704(__init__)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4249(parseImpl)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
       30    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       27    0.000    0.000    0.000    0.000 has_traits.py:3545(provides)
        1    0.000    0.000    0.000    0.000 token.py:10(<module>)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
       42    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
       35    0.000    0.000    0.000    0.000 transforms.py:1251(__init_subclass__)
        1    0.000    0.000    0.020    0.020 Image.py:27(<module>)
       46    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        2    0.000    0.000    0.005    0.003 shape_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hmac.py:4(<module>)
        1    0.000    0.000    0.012    0.012 font_manager.py:14(<module>)
        1    0.000    0.000    0.094    0.094 base.py:3(<module>)
      507    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      150    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.002    0.002 array_handler.py:11(<module>)
      124    0.000    0.000    0.000    0.000 re.py:313(filter)
        1    0.000    0.000    0.006    0.006 patches.py:1(<module>)
        1    0.000    0.000    0.056    0.056 lut_manager.py:123(LUTManager)
      110    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       10    0.000    0.000    0.000    0.000 trait_types.py:1094(__init__)
      212    0.000    0.000    0.000    0.000 transforms.py:1256(<genexpr>)
        1    0.000    0.000    0.141    0.141 __init__.py:3260(_initialize_master_working_set)
       26    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
       68    0.000    0.000    0.001    0.000 cp1252.py:22(decode)
      133    0.000    0.000    0.000    0.000 item.py:375(_parse_size)
       33    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.005    0.005 scalar_cut_plane.py:27(ScalarCutPlane)
       10    0.000    0.000    0.000    0.000 trait_dict_object.py:117(__init__)
        1    0.000    0.000    0.001    0.001 algorithms.py:9(<module>)
        1    0.000    0.000    0.001    0.001 scalar_bar_actor.py:34(ScalarBarActor)
      105    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       19    0.000    0.000    0.000    0.000 deprecation.py:373(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
      145    0.000    0.000    0.000    0.000 deprecation.py:112(deprecated)
        1    0.000    0.000    0.009    0.009 state_pickler.py:548(_process)
        1    0.000    0.000    0.011    0.011 table_editor.py:62(ToolkitEditorFactory)
      119    0.000    0.000    0.000    0.000 re.py:252(escape)
        1    0.000    0.000    0.001    0.001 camera.py:34(Camera)
        1    0.000    0.000    0.005    0.005 orientation_axes.py:29(OrientationAxes)
       20    0.000    0.000    0.002    0.000 _generated_parser.py:1092(_build_mres)
       33    0.000    0.000    0.000    0.000 _generated_parser.py:1641(<dictcomp>)
       11    0.000    0.000    0.056    0.005 artist.py:1613(kwdoc)
       33    0.000    0.000    0.000    0.000 pathlib.py:640(_parse_args)
        1    0.000    0.000    0.002    0.002 trait_handlers.py:18(<module>)
       27    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       20    0.000    0.000    0.000    0.000 preferences_helper.py:119(_get_value)
        1    0.000    0.000    0.002    0.002 tvtk_doc.py:270(TVTKClassChooser)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
      293    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       42    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
       57    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.007    0.007 linalg.py:10(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        1    0.000    0.000    0.060    0.060 outline.py:27(Outline)
        1    0.000    0.000    0.000    0.000 gutters.py:17(GutterWidget)
       26    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
     24/4    0.000    0.000    0.000    0.000 pyparsing.py:4031(streamline)
        1    0.000    0.000    0.001    0.001 render_window.py:34(RenderWindow)
        9    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.012    0.012 labels.py:29(Labels)
       61    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
      133    0.000    0.000    0.000    0.000 item.py:391(_parse_tooltip)
      212    0.000    0.000    0.000    0.000 transforms.py:1262(<genexpr>)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 text_actor.py:34(TextActor)
       24    0.000    0.000    0.000    0.000 dviread.py:167(decorate)
        1    0.000    0.000    1.049    1.049 modules.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
        9    0.000    0.000    0.007    0.001 preferences.py:75(__init__)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
       28    0.000    0.000    0.424    0.015 toolkit_traits.py:16(ColorTrait)
        1    0.000    0.000    0.006    0.006 axes.py:22(CubeAxesActor2D)
       12    0.000    0.000    0.000    0.000 helper_functions.py:127(get_all_traits)
       40    0.000    0.000    0.002    0.000 trait_types.py:2246(<listcomp>)
       76    0.000    0.000    0.000    0.000 _generated_parser.py:1100(<genexpr>)
      110    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       80    0.000    0.000    0.000    0.000 gzip.py:74(__init__)
        1    0.000    0.000    0.006    0.006 scene.py:228(Scene)
        1    0.000    0.000    0.016    0.016 vtk_xml_file_reader.py:95(VTKXMLFileReader)
        3    0.000    0.000    0.001    0.000 patches.py:1871(<listcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
       39    0.000    0.000    0.000    0.000 deprecated.py:26(wrapper)
        1    0.000    0.000    0.012    0.012 threshold.py:27(Threshold)
       40    0.000    0.000    0.000    0.000 markers.py:166(<listcomp>)
        1    0.000    0.000    0.001    0.001 cube_axes_actor2d.py:34(CubeAxesActor2D)
       22    0.000    0.000    0.000    0.000 __init__.py:3171(_find_adapter)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       39    0.000    0.000    0.000    0.000 deprecation.py:192(_deprecated_property)
       17    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       22    0.000    0.000    0.000    0.000 deprecation.py:178(finalize)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
      495    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
      141    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 python.py:28(PythonLexer)
       40    0.000    0.000    0.001    0.000 trait_types.py:1121(as_ctrait)
      106    0.000    0.000    0.000    0.000 __init__.py:2562(is_version_line)
        9    0.000    0.000    0.002    0.000 feedparser.py:139(__init__)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:864(_resolve_name)
       39    0.000    0.000    0.000    0.000 pathlib.py:683(_format_parsed_parts)
        2    0.000    0.000    0.003    0.002 linecache.py:82(updatecache)
       51    0.000    0.000    0.000    0.000 rcsetup.py:407(validate_fontsize)
       70    0.000    0.000    0.000    0.000 os.py:743(encodekey)
      262    0.000    0.000    0.000    0.000 six.py:88(__init__)
      102    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.001    0.001 axes_actor.py:34(AxesActor)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
       69    0.000    0.000    0.000    0.000 trait_base.py:201(add_article)
        1    0.000    0.000    0.001    0.001 QVTKRenderWindowInteractor.py:41(<module>)
        1    0.000    0.000    0.009    0.009 glyph.py:26(Glyph)
       28    0.000    0.000    0.000    0.000 locale.py:618(getpreferredencoding)
      4/2    0.000    0.000    0.037    0.018 pyplot.py:216(switch_backend)
       26    0.000    0.000    0.001    0.000 _backend.py:93(generate_multimethod)
       55    0.000    0.000    0.000    0.000 trait_types.py:3023(value_for)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.001    0.001 viewport.py:34(Viewport)
        7    0.000    0.000    0.001    0.000 decorator.py:224(decorate)
        2    0.000    0.000    0.001    0.000 decorator.py:33(<module>)
       32    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:524(ToolViewsPositions)
        1    0.000    0.000    0.001    0.001 dates.py:149(<module>)
        1    0.000    0.000    0.035    0.035 __init__.py:219(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1466(_guarded_repr_or_str)
        1    0.000    0.000    0.001    0.001 tvtk_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mapper.py:34(Mapper)
        1    0.000    0.000    0.007    0.007 image.py:4(<module>)
      103    0.000    0.000    0.000    0.000 trait_types.py:340(validate)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.110    0.110 colorbar.py:32(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        3    0.000    0.000    0.023    0.008 __init__.py:3(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:1935(_make_getset_interval)
      204    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       79    0.000    0.000    0.000    0.000 specifiers.py:594(<listcomp>)
        3    0.000    0.000    0.011    0.004 __init__.py:10(<module>)
      134    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        1    0.000    0.000    0.002    0.002 array_source.py:67(ArraySource)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
       37    0.000    0.000    0.000    0.000 pathlib.py:673(_from_parsed_parts)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.014    0.014 image_data_probe.py:22(ImageDataProbe)
       33    0.000    0.000    0.015    0.000 contextlib.py:107(__enter__)
      176    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      147    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
        1    0.000    0.000    0.000    0.000 trait_set_object.py:55(TraitSet)
        1    0.000    0.000    0.000    0.000 backend_bases.py:121(RendererBase)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
       15    0.000    0.000    0.000    0.000 trait_dict_object.py:487(notifier)
        8    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        4    0.000    0.000    0.869    0.217 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1478(create_callback)
        1    0.000    0.000    0.001    0.001 __init__.py:24(<module>)
       69    0.000    0.000    0.000    0.000 trait_base.py:190(class_of)
      306    0.000    0.000    0.000    0.000 __init__.py:3149(__hash__)
        1    0.000    0.000    0.002    0.002 animation.py:19(<module>)
        1    0.000    0.000    0.004    0.004 mathtext.py:2275(Parser)
        1    0.000    0.000    0.016    0.016 implicit_plane.py:22(ImplicitPlane)
        1    0.000    0.000    0.007    0.007 text3d.py:26(Text3D)
       57    0.000    0.000    0.000    0.000 trait_errors.py:44(set_desc)
        1    0.000    0.000    0.000    0.000 datetime.py:5(<module>)
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        8    0.000    0.000    0.001    0.000 decorator.py:196(create)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       91    0.000    0.000    0.000    0.000 six.py:105(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 console_widget.py:48(ConsoleWidget)
        1    0.000    0.000    0.000    0.000 axes3d.py:44(Axes3D)
        5    0.000    0.000    0.000    0.000 decorator.py:167(make)
      282    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
       55    0.000    0.000    0.000    0.000 trait_types.py:2256(init_fast_validate)
       36    0.000    0.000    0.023    0.001 __init__.py:2991(_reload_version)
        1    0.000    0.000    0.002    0.002 transform_data.py:32(TransformData)
        1    0.000    0.000    0.001    0.001 algorithm.py:34(Algorithm)
        1    0.000    0.000    0.002    0.002 vtk_data_source.py:68(VTKDataSource)
        1    0.000    0.000    0.008    0.008 npyio.py:1(<module>)
       12    0.000    0.000    0.016    0.001 artist.py:1242(__init__)
        1    0.000    0.000    0.004    0.004 traits.py:34(<module>)
      225    0.000    0.000    0.000    0.000 _generated_parser.py:866(_get_flags)
        4    0.000    0.000    0.000    0.000 {method 'AddObserver' of 'vtkmodules.vtkCommonCore.vtkObject' objects}
      173    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.002    0.002 set_active_attribute.py:20(SetActiveAttribute)
        1    0.000    0.000    0.000    0.000 pathlib.py:1484(WindowsPath)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
      175    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       80    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x00000246BB4A9678}
       54    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
       26    0.000    0.000    0.000    0.000 pathlib.py:813(stem)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
        1    0.000    0.000    0.004    0.004 PngImagePlugin.py:34(<module>)
      159    0.000    0.000    0.000    0.000 trait_types.py:1895(init_fast_validate)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.001    0.001 volume_property.py:34(VolumeProperty)
       28    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 {palette}
      201    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        9    0.000    0.000    0.006    0.001 parser.py:42(parse)
       46    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
       39    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       20    0.000    0.000    0.000    0.000 colors.py:929(reversed)
       26    0.000    0.000    0.000    0.000 trait_dict_object.py:413(_key_validator)
        1    0.000    0.000    0.001    0.001 tabular_adapter.py:107(TabularAdapter)
      204    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       35    0.000    0.000    0.000    0.000 trait_types.py:2251(<listcomp>)
        1    0.000    0.000    0.003    0.003 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.001    0.001 menu.py:20(<module>)
        1    0.000    0.000    0.019    0.019 data_set_clipper.py:31(DataSetClipper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
       28    0.000    0.000    0.004    0.000 color_trait.py:93(PyQtColor)
       13    0.000    0.000    0.000    0.000 trait_base.py:262(get_resource_path)
        1    0.000    0.000    0.002    0.002 colors.py:66(<module>)
       31    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       33    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 engine.py:58(Engine)
        1    0.000    0.000    2.785    2.785 mlab.py:6(<module>)
       74    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        3    0.000    0.000    0.000    0.000 base_toolkit.py:124(__init__)
      238    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
        4    0.000    0.000    0.010    0.003 __init__.py:2(<module>)
        1    0.000    0.000    0.010    0.010 font_manager.py:1004(json_load)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:1464(EventCollection)
        1    0.000    0.000    0.024    0.024 source_widget.py:24(SourceWidget)
       56    0.000    0.000    0.001    0.000 pyparsing.py:3901(<listcomp>)
      121    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       79    0.000    0.000    0.000    0.000 __init__.py:3117(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
       30    0.000    0.000    0.001    0.000 __init__.py:652(__init__)
        1    0.000    0.000    0.017    0.017 hyper_streamline.py:25(HyperStreamline)
       61    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.001    0.001 light.py:34(Light)
        1    0.000    0.000    0.001    0.001 text_property.py:34(TextProperty)
       35    0.000    0.000    0.000    0.000 __init__.py:944(markers_pass)
       31    0.000    0.000    0.000    0.000 trait_defs.py:259(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:41(<module>)
       24    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
        1    0.000    0.000    0.016    0.016 slice_unstructured_grid.py:20(SliceUnstructuredGrid)
       44    0.000    0.000    0.000    0.000 core.py:138(get_object_signature)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
      152    0.000    0.000    0.000    0.000 trait_handlers.py:704(<genexpr>)
       19    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       36    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       32    0.000    0.000    0.000    0.000 pathlib.py:145(splitroot)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.007    0.007 _base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 i_image_resource.py:132(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.041    0.041 _axes.py:1(<module>)
        1    0.000    0.000    0.014    0.014 __init__.py:151(<module>)
        3    0.000    0.000    0.009    0.003 __init__.py:5(<module>)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
        1    0.000    0.000    0.000    0.000 pipeline.py:5(<module>)
        1    0.000    0.000    0.013    0.013 index_tricks.py:1(<module>)
       23    0.000    0.000    0.000    0.000 pathlib.py:1007(__new__)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
       12    0.000    0.000    0.000    0.000 trait_dict_object.py:155(__setitem__)
       56    0.000    0.000    0.000    0.000 _generated_parser.py:1154(<lambda>)
       30    0.000    0.000    0.000    0.000 specifiers.py:456(_compare_greater_than_equal)
        1    0.000    0.000    0.004    0.004 value_tree.py:19(<module>)
        1    0.000    0.000    0.038    0.038 volume.py:7(<module>)
       61    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        6    0.000    0.000    0.001    0.000 enum.py:633(_convert)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedUFunc)
        1    0.000    0.000    0.105    0.105 __init__.py:94(<module>)
        1    0.000    0.000    0.007    0.007 axes.py:81(Axes)
        1    0.000    0.000    0.003    0.003 file_data_source.py:118(FileDataSource)
       78    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        9    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       30    0.000    0.000    0.001    0.000 trait_handlers.py:447(validate)
      120    0.000    0.000    0.000    0.000 _generated_parser.py:896(to_regexp)
       36    0.000    0.000    0.023    0.001 __init__.py:2779(_get_version)
