0
ELAPSED: 12.227121114730835
wrote to ../../heightmaps/mp_eroded_10000_heightmap1.png
         7980032 function calls (7915230 primitive calls) in 15.640 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 __init__.py:1967(register_finder)
        1    0.000    0.000    0.000    0.000 plistlib.py:530(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 item.py:441(Custom)
        1    0.000    0.000    0.000    0.000 ui_traits.py:139(PyfaceColor)
        1    0.000    0.000    0.000    0.000 shelve.py:66(_ClosedDict)
        1    0.000    0.000    0.000    0.000 i_image_resource.py:116(MImageResource)
        1    0.000    0.000    0.000    0.000 i_timer.py:252(MEventTimer)
        1    0.000    0.000    0.006    0.006 tvtk_helper.py:1185(<lambda>)
        1    0.000    0.000    0.009    0.009 tvtk_helper.py:1421(<lambda>)
        1    0.000    0.000    0.021    0.021 tvtk_helper.py:1522(<lambda>)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1754(<lambda>)
        2    0.000    0.000    0.010    0.005 tvtk_helper.py:113(<lambda>)
        2    0.000    0.000    0.000    0.000 tvtk_helper.py:219(<lambda>)
        1    0.000    0.000    0.009    0.009 tvtk_helper.py:314(<lambda>)
        1    0.000    0.000    0.018    0.018 tvtk_helper.py:973(<lambda>)
        1    0.000    0.000    0.008    0.008 tvtk_helper.py:924(<lambda>)
        1    0.000    0.000    0.000    0.000 ctf.py:186(ColorTransferFunction)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        7    0.000    0.000    0.000    0.000 {method 'GetNumberOfOutputPorts' of 'vtkmodules.vtkCommonExecutionModel.vtkExecutive' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:1057(make_identity_dict)
        4    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 index_tricks.py:250(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:24(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:198(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:2383(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2600(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 rcsetup.py:541(validate_ps_distiller)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6862(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 colors.py:1174(LogNorm)
        1    0.000    0.000    0.000    0.000 collections.py:1664(CircleCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:2372(LogLocator)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
        1    0.000    0.000    0.000    0.000 mathtext.py:2107(Ship)
        1    0.000    0.000    0.000    0.000 ElementTree.py:495(QName)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:25(LockDraw)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:260(PngInfo)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 dates.py:1052(DateLocator)
        1    0.000    0.000    0.000    0.000 scale.py:334(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
        1    0.000    0.000    0.000    0.000 polar.py:666(RadialAxis)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:899(ToolbarQt)
        1    0.000    0.000    0.000    0.000 _formlayout.py:355(FormComboWidget)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 trait_types.py:1244(Expression)
        1    0.000    0.000    0.000    0.000 trait_types.py:2642(Set)
        1    0.000    0.000    0.000    0.000 has_traits.py:3479(SingletonHasStrictTraits)
        1    0.000    0.000    0.000    0.000 has_traits.py:3491(SingletonHasPrivateTraits)
        1    0.000    0.000    0.000    0.000 _filtered_trait_observer.py:24(FilteredTraitObserver)
        1    0.000    0.000    0.000    0.000 __init__.py:907(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:1640(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:57(install)
        1    0.000    0.000    0.000    0.000 imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 item.py:502(Heading)
        1    0.000    0.000    0.000    0.000 color_helpers.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:583(RegexLexer)
        1    0.000    0.000    0.000    0.000 token.py:13(_TokenType)
        2    0.000    0.000    0.000    0.000 font_trait.py:151(validate)
        1    0.000    0.000    0.000    0.000 message.py:36(Message)
        2    0.000    0.000    0.007    0.004 scoped_preferences.py:406(_get_scope)
        1    0.000    0.000    0.000    0.000 configobj.py:410(ConfigParserInterpolation)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1439(<lambda>)
        1    0.000    0.000    0.009    0.009 tvtk_helper.py:1878(<lambda>)
        1    0.000    0.000    0.017    0.017 tvtk_helper.py:2056(<lambda>)
        1    0.000    0.000    0.000    0.000 tvtk_scene.py:972(TVTKWindow)
        1    0.000    0.000    0.000    0.000 home_directory.py:11(<module>)
        1    0.000    0.000    0.000    0.000 algorithm.py:64(_abort_execute_changed)
        1    0.000    0.000    0.000    0.000 tvtk_helper.py:407(<lambda>)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1135(<lambda>)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:883(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:923(<lambda>)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:833(<lambda>)
        1    0.000    0.000    0.000    0.000 tvtk_doc.py:403(TVTKSinkChooser)
        2    0.000    0.000    0.000    0.000 os.py:729(<lambda>)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        3    0.000    0.000    0.000    0.000 rcsetup.py:217(validate_dpi)
        3    0.000    0.000    0.000    0.000 rcsetup.py:391(validate_aspect)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4096(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4755(__str__)
        1    0.000    0.000    0.000    0.000 colors.py:80(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:956(Normalize)
        1    0.000    0.000    0.000    0.000 pyplot.py:1891(colormaps)
        1    0.000    0.000    0.000    0.000 colorbar.py:262(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:333(FixedFormatter)
        1    0.000    0.000    0.000    0.000 mathtext.py:1527(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1899(GlueSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:1994(Kern)
        2    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:444(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:736(ZoomPanBase)
        2    0.000    0.000    0.000    0.000 python.py:88(fstring_rules)
        1    0.000    0.000    0.000    0.000 python_shell.py:512(PythonWidgetHighlighter)
        1    0.000    0.000    0.000    0.000 compound_editor.py:37(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 figure.py:159(SubplotParams)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        2    0.000    0.000    0.000    0.000 legend_handler.py:264(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:962(GaussianKDE)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(DomainMap)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1001(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 _base.py:33(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 axis3d.py:484(ZAxis)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1319(SupportsRound)
        1    0.000    0.000    0.000    0.000 _backend.py:31(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:59(NotificationExceptionHandler)
        1    0.000    0.000    0.000    0.000 trait_types.py:1029(Delegate)
        1    0.000    0.000    0.000    0.000 trait_types.py:1901(BaseEnum)
        1    0.000    0.000    0.000    0.000 trait_types.py:2544(PrefixList)
        1    0.000    0.000    0.000    0.000 trait_types.py:2755(Dict)
        1    0.000    0.000    0.000    0.000 trait_types.py:2967(PrefixMap)
        1    0.000    0.000    0.000    0.000 trait_types.py:3127(BaseInstance)
        4    0.000    0.000    0.000    0.000 has_traits.py:2762(<listcomp>)
        1    0.000    0.000    0.000    0.000 _observe.py:57(_AddOrRemoveNotifier)
        1    0.000    0.000    0.000    0.000 _trait_event_notifier.py:19(TraitEventNotifier)
        1    0.000    0.000    0.000    0.000 _observer_graph.py:12(ObserverGraph)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:686(Indenter)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:743(Symbol)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1535(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        2    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        1    0.000    0.000    0.000    0.000 item.py:465(Readonly)
        1    0.000    0.000    0.000    0.000 toolkit.py:113(_KeyEventHook)
        1    0.000    0.000    0.000    0.000 constant.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_window.py:173(MWindow)
        1    0.000    0.000    0.000    0.000 gutters.py:80(LineNumberWidget)
        1    0.000    0.000    0.000    0.000 lexer.py:275(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 lexer.py:415(RegexLexerMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:866(GobbleFilter)
        1    0.000    0.000    0.000    0.000 value_editor.py:96(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 timer.py:33(Timer)
        1    0.000    0.000    0.000    0.000 package_globals.py:8(<module>)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1474(<lambda>)
        1    0.000    0.000    0.010    0.010 tvtk_helper.py:1637(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:1698(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:1718(<lambda>)
        1    0.000    0.000    0.000    0.000 tvtk_base.py:170(RevPrefixMap)
        1    0.000    0.000    0.000    0.000 package_globals.py:3(<module>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:1112(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:1064(<lambda>)
        1    0.000    0.000    0.006    0.006 tvtk_helper.py:1016(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:960(<lambda>)
        1    0.000    0.000    0.000    0.000 gradient_editor.py:511(ChannelBase)
        4    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1087(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        2    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 ast.py:56(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 subprocess.py:199(Handle)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:746(copy)
        1    0.000    0.000    0.000    0.000 animation.py:534(PillowWriter)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4802(Optional)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5166(postParse)
        1    0.000    0.000    0.000    0.000 transforms.py:2088(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2460(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2503(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2654(TransformedPath)
        1    0.000    0.000    0.000    0.000 collections.py:1684(EllipseCollection)
        1    0.000    0.000    0.000    0.000 dviread.py:516(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:955(Encoding)
        1    0.000    0.000    0.000    0.000 mathtext.py:291(MathtextBackendSvg)
        1    0.000    0.000    0.004    0.004 mathtext.py:2845(<lambda>)
        1    0.000    0.000    0.000    0.000 Image.py:3111(register_extensions)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 backend_tools.py:474(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 widgets.py:133(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1621(SpanSelector)
        2    0.000    0.000    0.000    0.000 python.py:68(innerstring_rules)
        1    0.000    0.000    0.000    0.000 style.py:59(StyleMeta)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.000    0.000 core.py:177(update_user_library)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 streamplot.py:313(Grid)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 axis.py:482(YTick)
        1    0.000    0.000    0.000    0.000 scale.py:26(ScaleBase)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 polar.py:269(ThetaTick)
        1    0.000    0.000    0.000    0.000 art3d.py:293(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:375(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:385(FormTabWidget)
        1    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        7    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1287(SupportsFloat)
        1    0.000    0.000    0.000    0.000 _backend.py:5(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 blas.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trait_types.py:877(__init__)
        1    0.000    0.000    0.000    0.000 _observer_change_notifier.py:17(ObserverChangeNotifier)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:164(Serialize)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1509(LALR_Parser)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1615(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(EggProvider)
        1    0.000    0.000    0.000    0.000 plistlib.py:389(_PlistWriter)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 sysconfig.py:613(get_platform)
        1    0.000    0.000    0.000    0.000 item.py:453(UCustom)
        1    0.000    0.000    0.000    0.000 ui_traits.py:90(Image)
        1    0.000    0.000    0.000    0.000 traits_listener.py:127(ListenerBase)
        1    0.000    0.000    0.000    0.000 i_dialog.py:137(MDialog)
        1    0.000    0.000    0.000    0.000 resource_factory.py:11(<module>)
        1    0.000    0.000    0.000    0.000 action_controller.py:16(ActionController)
        1    0.000    0.000    0.000    0.000 action_item.py:27(PyfaceWidgetAction)
        1    0.000    0.000    0.000    0.000 splash_screen_log_handler.py:17(SplashScreenLogHandler)
        1    0.000    0.000    0.000    0.000 python_editor.py:168(PythonEditorEventFilter)
        1    0.000    0.000    0.000    0.000 find_widget.py:17(FindWidget)
        1    0.000    0.000    0.000    0.000 pygments_highlighter.py:118(BlockUserData)
        3    0.000    0.000    0.000    0.000 configobj.py:298(__init__)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:893(DataObject)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:1012(DataSet)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:1107(Graph)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1162(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:1602(<lambda>)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1646(<lambda>)
        1    0.000    0.000    0.000    0.000 browser.py:94(TreeGenerator)
        1    0.000    0.000    0.000    0.000 browser.py:237(FullTreeGenerator)
        1    0.000    0.000    0.000    0.000 algorithm.py:74(_release_data_flag_changed)
        1    0.000    0.000    0.005    0.005 tvtk_helper.py:1109(<lambda>)
        1    0.000    0.000    0.004    0.004 tvtk_helper.py:1111(<lambda>)
        1    0.000    0.000    0.007    0.007 tvtk_helper.py:654(<lambda>)
        1    0.000    0.000    0.000    0.000 file_data_source.py:81(NoUITimer)
        1    0.000    0.000    0.000    0.000 extract_voi.py:103(_voi_changed)
        1    0.000    0.000    0.000    0.000 sources.py:293(MVerticalGlyphSource)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:834(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 _datasource.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:1363(getmask)
        2    0.000    0.000    0.000    0.000 core.py:3422(shape)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:8081(_convert2ma)
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 pyplot.py:514(_xkcd)
        1    0.000    0.000    0.000    0.000 colorbar.py:289(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2562(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2598(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 lines.py:1399(_AxLine)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2850(_Base)
        1    0.000    0.000    0.000    0.000 dviread.py:607(Vf)
        1    0.000    0.000    0.000    0.000 mathtext.py:349(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 Image.py:3077(register_save)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1139(_ListDataStream)
        1    0.000    0.000    0.000    0.000 model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 blocking_input.py:271(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 backend_tools.py:459(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:504(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1030(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 widgets.py:517(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1209(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1303(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2368(LassoSelector)
        1    0.000    0.000    0.000    0.000 gridspec.py:545(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:238(iTXt)
        1    0.000    0.000    0.000    0.000 style.py:171(Style)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        1    0.000    0.000    0.000    0.000 category.py:133(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(PaddedBox)
        1    0.000    0.000    0.000    0.000 legend_handler.py:652(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        2    0.000    0.000    0.000    0.000 axis.py:604(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:91(LinearScale)
        1    0.000    0.000    0.000    0.000 _formlayout.py:104(ColorLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:414(FormDialog)
        1    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 typing.py:1311(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1351(__new__)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 state_pickler.py:194(StateTuple)
        1    0.000    0.000    0.000    0.000 trait_base.py:54(_Uninitialized)
        1    0.000    0.000    0.000    0.000 trait_base.py:88(_Undefined)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:300(AbstractStaticChangeNotifyWrapper)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:362(StaticAnyTraitChangeNotifyWrapper)
        1    0.000    0.000    0.000    0.000 trait_handlers.py:73(TraitCoerceType)
        1    0.000    0.000    0.000    0.000 trait_types.py:198(BaseInt)
        1    0.000    0.000    0.000    0.000 trait_types.py:3060(BaseClass)
        1    0.000    0.000    0.000    0.000 trait_types.py:3489(Type)
        1    0.000    0.000    0.000    0.000 trait_types.py:3839(_NoneTrait)
        3    0.000    0.000    0.000    0.000 has_traits.py:1135(<listcomp>)
        1    0.000    0.000    0.000    0.000 adaptation_error.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _dict_change_event.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _list_change_event.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _set_change_event.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:203(SerializeMemoizer)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1131(TraditionalLexer)
        1    0.000    0.000    0.000    0.000 __init__.py:1660(ZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:2099(NoDists)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
