0
ELAPSED: 93.84435153007507
wrote to ../../heightmaps/mp_eroded_50000_heightmap1.png
         34583490 function calls (34518688 primitive calls) in 97.285 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        2    0.000    0.000    0.088    0.044 decorated_scene.py:4(<module>)
       66    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        9    0.000    0.000    0.000    0.000 deprecation.py:433(<listcomp>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
       24    0.000    0.000    0.000    0.000 __init__.py:1338(safe_extra)
        1    0.000    0.000    0.001    0.001 orientation_marker_widget.py:2(<module>)
        1    0.000    0.000    0.001    0.001 gaussian_splatter.py:2(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 mask_points.py:34(MaskPoints)
        5    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
    16/14    0.000    0.000    0.000    0.000 typing.py:248(inner)
        9    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       36    0.000    0.000    0.000    0.000 version.py:289(is_prerelease)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        1    0.000    0.000    0.005    0.005 lexer.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tabular_editor.py:32(TabularEditor)
        4    0.000    0.000    0.000    0.000 messenger.py:120(connect)
        1    0.000    0.000    0.015    0.015 point_set.py:2(<module>)
        1    0.000    0.000    0.006    0.006 decimatepro.py:17(DecimatePro)
        1    0.000    0.000    0.000    0.000 threshold.py:34(Threshold)
        1    0.000    0.000    0.000    0.000 {method 'GetReleaseDataFlag' of 'vtkmodules.vtkCommonExecutionModel.vtkAlgorithm' objects}
       27    0.000    0.000    0.000    0.000 pathlib.py:1098(glob)
        1    0.000    0.000    0.000    0.000 toolkit.py:129(GUIToolkit)
        1    0.000    0.000    0.005    0.005 list_editor.py:18(<module>)
        1    0.000    0.000    0.001    0.001 extract_unstructured_grid.py:2(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.006    0.006 gaussian_splatter.py:17(GaussianSplatter)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        8    0.000    0.000    0.000    0.000 resource_path.py:22(resource_module)
        1    0.000    0.000    0.014    0.014 table_column.py:20(<module>)
        1    0.000    0.000    0.002    0.002 browser.py:28(<module>)
        1    0.000    0.000    0.000    0.000 delaunay3d.py:34(Delaunay3D)
        1    0.000    0.000    0.001    0.001 polynomial.py:74(<module>)
        1    0.000    0.000    0.003    0.003 _pep440.py:5(<module>)
        1    0.000    0.000    0.002    0.002 light_manager.py:286(LightManager)
        1    0.000    0.000    0.000    0.000 point_widget.py:34(PointWidget)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.006    0.006 table_column.py:302(ObjectColumn)
        1    0.000    0.000    0.018    0.018 implicit_plane.py:2(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 legendre.py:81(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adaptation_manager.py:11(<module>)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 application.py:77(Application)
        1    0.000    0.000    0.017    0.017 code_widget.py:12(<module>)
        1    0.000    0.000    0.007    0.007 axes_actor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 abstract_volume_mapper.py:34(AbstractVolumeMapper)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        5    0.000    0.000    0.000    0.000 decorator.py:200(create)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:12(<module>)
        1    0.000    0.000    0.000    0.000 gui_application.py:57(GUIApplication)
        1    0.000    0.000    0.001    0.001 glyph.py:23(Glyph)
        1    0.000    0.000    0.000    0.000 warp_scalar.py:34(WarpScalar)
        1    0.000    0.000    0.001    0.001 greedy_terrain_decimation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 image_change_information.py:34(ImageChangeInformation)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
       35    0.000    0.000    0.000    0.000 style.py:67(colorformat)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:643(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 typing.py:1452(IO)
       23    0.000    0.000    0.000    0.000 has_traits.py:1033(_trait_added_changed)
      3/2    0.000    0.000    0.000    0.000 has_traits.py:1078(_add_class_trait)
        1    0.000    0.000    0.004    0.004 ui_traits.py:12(<module>)
        1    0.000    0.000    0.001    0.001 message_dialog.py:15(<module>)
        2    0.000    0.000    0.046    0.023 glyph.py:3(<module>)
        1    0.000    0.000    0.001    0.001 hyper_streamline.py:2(<module>)
        1    0.000    0.000    0.062    0.062 streamline.py:6(<module>)
        1    0.000    0.000    0.002    0.002 color_transfer_function.py:2(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        2    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       20    0.000    0.000    0.000    0.000 has_traits.py:826(cached_property)
        1    0.000    0.000    0.000    0.000 sources.py:1442(_make_functions)
        9    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.001    0.001 extract_tensor_components.py:2(<module>)
        1    0.000    0.000    0.000    0.000 greedy_terrain_decimation.py:34(GreedyTerrainDecimation)
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
        1    0.000    0.000    0.033    0.033 backend_qt5agg.py:3(<module>)
       92    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.002    0.002 customize.py:19(<module>)
       18    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 _formlayout.py:33(<module>)
       14    0.000    0.000    0.000    0.000 trait_handlers.py:232(__init__)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.002    0.002 gui.py:15(<module>)
        1    0.000    0.000    0.000    0.000 contour_filter.py:34(ContourFilter)
        1    0.000    0.000    0.000    0.000 poly_data_normals.py:34(PolyDataNormals)
        1    0.000    0.000    0.000    0.000 colorbar.py:321(ColorbarBase)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 decomp.py:16(<module>)
       30    0.000    0.000    0.000    0.000 version.py:56(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:2(<module>)
        1    0.000    0.000    0.004    0.004 warp_vector.py:17(WarpVector)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1640(<dictcomp>)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        1    0.000    0.000    0.017    0.017 decorated_scene.py:27(DecoratedScene)
        1    0.000    0.000    0.005    0.005 warp_scalar.py:17(WarpScalar)
        1    0.000    0.000    0.004    0.004 cell_to_point_data.py:16(CellToPointData)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       23    0.000    0.000    0.000    0.000 rcsetup.py:347(validate_color_or_auto)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.005    0.005 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 trait_base.py:12(<module>)
        1    0.000    0.000    0.017    0.017 about_dialog.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        3    0.000    0.000    0.000    0.000 trait_dict_object.py:207(update)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        1    0.000    0.000    0.000    0.000 trait_type.py:17(<module>)
        2    0.000    0.000    0.004    0.002 grid_plane.py:3(<module>)
        1    0.000    0.000    0.000    0.000 banded_poly_data_contour_filter.py:34(BandedPolyDataContourFilter)
        1    0.000    0.000    0.000    0.000 stripper.py:34(Stripper)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
       12    0.000    0.000    0.000    0.000 lexer.py:337(using)
        1    0.000    0.000    0.000    0.000 source.py:36(Source)
        1    0.000    0.000    0.000    0.000 property2d.py:34(Property2D)
        1    0.000    0.000    0.000    0.000 delaunay2d.py:34(Delaunay2D)
       16    0.000    0.000    0.000    0.000 ntpath.py:523(abspath)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        7    0.000    0.000    0.000    0.000 group.py:65(__init__)
        2    0.000    0.000    0.000    0.000 common.py:2(<module>)
        1    0.000    0.000    0.000    0.000 orientation_marker_widget.py:34(OrientationMarkerWidget)
        1    0.000    0.000    0.006    0.006 abstract_mapper3d.py:2(<module>)
        1    0.000    0.000    0.005    0.005 cell_derivatives.py:2(<module>)
        9    0.000    0.000    0.000    0.000 pathlib.py:1066(home)
        1    0.000    0.000    0.024    0.024 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 preferences_helpers.py:84(MlabPreferencesHelper)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       32    0.000    0.000    0.005    0.000 rcsetup.py:925(<genexpr>)
        1    0.000    0.000    0.001    0.001 win.py:8(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:389(FigureCanvasAgg)
        8    0.000    0.000    0.000    0.000 trait_list_object.py:387(insert)
        1    0.000    0.000    0.004    0.004 tree_node.py:20(<module>)
        1    0.000    0.000    0.085    0.085 source.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1925(<dictcomp>)
        9    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.014    0.014 editor.py:16(<module>)
        1    0.000    0.000    0.000    0.000 preferences.py:23(Preferences)
        1    0.000    0.000    0.000    0.000 internal_algorithms.py:1(<module>)
        1    0.000    0.000    0.005    0.005 object.py:2(<module>)
        1    0.000    0.000    0.012    0.012 mapper.py:2(<module>)
        1    0.000    0.000    0.000    0.000 piecewise_function.py:34(PiecewiseFunction)
        1    0.000    0.000    0.001    0.001 threshold.py:2(<module>)
        1    0.000    0.000    0.000    0.000 notebook.py:2(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:54(<module>)
        8    0.000    0.000    0.000    0.000 deprecation.py:231(wrapper)
        1    0.000    0.000    0.000    0.000 pyplot.py:1872(get_plot_commands)
        4    0.000    0.000    0.001    0.000 _pylab_helpers.py:79(destroy_all)
        1    0.000    0.000    0.543    0.543 __init__.py:21(<module>)
        1    0.000    0.000    0.001    0.001 popup_editor.py:2(<module>)
        1    0.000    0.000    0.002    0.002 text_property.py:2(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:4(<module>)
        1    0.000    0.000    0.001    0.001 vtk_object_source.py:13(VTKObjectSource)
        9    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
      120    0.000    0.000    0.000    0.000 typing.py:613(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
        1    0.000    0.000    0.000    0.000 tree_editor.py:75(ToolkitEditorFactory)
        6    0.000    0.000    0.000    0.000 configobj.py:486(__init__)
        1    0.000    0.000    0.002    0.002 custom_grid_plane.py:24(CustomGridPlane)
        1    0.000    0.000    0.000    0.000 image_slice.py:34(ImageSlice)
        1    0.000    0.000    0.002    0.002 implicit_plane_widget.py:2(<module>)
        1    0.000    0.000    0.001    0.001 cell_data_to_point_data.py:2(<module>)
        1    0.000    0.000    0.015    0.015 transform.py:2(<module>)
       52    0.000    0.000    0.000    0.000 has_traits.py:145(_get_method)
        1    0.000    0.000    0.000    0.000 group.py:60(Group)
       27    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.002    0.002 confirmation_dialog.py:11(<module>)
        1    0.000    0.000    0.002    0.002 gui_application.py:20(<module>)
        1    0.000    0.000    0.004    0.004 actor2d.py:3(<module>)
        1    0.000    0.000    0.001    0.001 outline_filter.py:2(<module>)
        1    0.000    0.000    0.005    0.005 extract_unstructured_grid.py:17(ExtractUnstructuredGrid)
      119    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 codecs.py:1065(<dictcomp>)
       45    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        1    0.000    0.000    0.006    0.006 secrets.py:7(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:23(<module>)
        5    0.000    0.000    0.000    0.000 has_traits.py:2867(traits)
       56    0.000    0.000    0.000    0.000 _generated_parser.py:1112(_regexp_has_newline)
        1    0.000    0.000    0.000    0.000 numpy_support.py:27(<module>)
        1    0.000    0.000    0.001    0.001 grid_plane.py:22(GridPlane)
        1    0.000    0.000    0.001    0.001 triangle_filter.py:2(<module>)
        1    0.000    0.000    0.003    0.003 array_source.py:3(<module>)
        2    0.000    0.000    0.008    0.004 _util.py:1(<module>)
        6    0.000    0.000    0.000    0.000 deprecation.py:56(warn_deprecated)
        1    0.000    0.000    0.015    0.015 pygments_highlighter.py:12(<module>)
        1    0.000    0.000    0.001    0.001 grid_plane.py:29(GridPlane)
        1    0.000    0.000    0.001    0.001 pipe_base.py:4(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.006    0.006 abstract_widget.py:2(<module>)
       13    0.000    0.000    0.000    0.000 _generated_parser.py:1200(<listcomp>)
       22    0.000    0.000    0.000    0.000 __init__.py:1900(has_metadata)
      3/2    0.000    0.000    0.336    0.168 __init__.py:2463(resolve)
        1    0.000    0.000    0.006    0.006 extract_geometry.py:2(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
       26    0.000    0.000    0.000    0.000 has_traits.py:298(_add_event_handlers)
       70    0.000    0.000    0.000    0.000 _generated_parser.py:886(min_width)
       70    0.000    0.000    0.000    0.000 _generated_parser.py:1134(<genexpr>)
        1    0.000    0.000    0.000    0.000 module.py:20(Module)
        1    0.000    0.000    0.001    0.001 actor.py:2(<module>)
        1    0.000    0.000    0.001    0.001 mask_points.py:2(<module>)
        1    0.000    0.000    0.000    0.000 threaded_image_algorithm.py:34(ThreadedImageAlgorithm)
        1    0.000    0.000    0.001    0.001 mapper2d.py:2(<module>)
        1    0.000    0.000    0.005    0.005 assign_attribute.py:2(<module>)
        1    0.000    0.000    0.001    0.001 delaunay3d.py:2(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:533(__init__)
       58    0.000    0.000    0.000    0.000 trait_handlers.py:509(validate)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.001    0.001 util.py:10(<module>)
        1    0.000    0.000    0.001    0.001 preferences.py:1(<module>)
       17    0.000    0.000    0.000    0.000 configobj.py:552(__getitem__)
        1    0.000    0.000    0.014    0.014 picker.py:19(<module>)
        1    0.000    0.000    0.010    0.010 warp_vector_cut_plane.py:6(<module>)
        1    0.000    0.000    0.005    0.005 greedy_terrain_decimation.py:17(GreedyTerrainDecimation)
        1    0.000    0.000    0.005    0.005 quadric_decimation.py:18(QuadricDecimation)
        1    0.000    0.000    0.003    0.003 transform_data.py:5(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
       26    0.000    0.000    0.001    0.000 _basic.py:16(_dispatch)
       19    0.000    0.000    0.000    0.000 trait_handlers.py:514(info)
        1    0.000    0.000    0.001    0.001 enum_editor.py:17(<module>)
        1    0.000    0.000    0.009    0.009 data_set.py:2(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
       25    0.000    0.000    0.000    0.000 rcsetup.py:773(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       14    0.000    0.000    0.000    0.000 configobj.py:529(_interpolate)
        1    0.000    0.000    0.012    0.012 generic_render_window_interactor.py:2(<module>)
        1    0.000    0.000    0.073    0.073 module_manager.py:4(<module>)
        1    0.000    0.000    0.001    0.001 image_change_information.py:2(<module>)
        1    0.000    0.000    0.001    0.001 quadric_decimation.py:2(<module>)
        1    0.000    0.000    0.019    0.019 fontconfig_pattern.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:1087(SubplotTool)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
        1    0.000    0.000    0.007    0.007 view_element.py:20(<module>)
        1    0.000    0.000    0.003    0.003 resource_manager.py:14(<module>)
        1    0.000    0.000    0.020    0.020 python_editor.py:13(<module>)
        1    0.000    0.000    0.004    0.004 range_editor.py:53(ToolkitEditorFactory)
        1    0.000    0.000    0.002    0.002 i_timer.py:16(<module>)
        1    0.000    0.000    0.016    0.016 scalar_bar_actor.py:2(<module>)
        1    0.000    0.000    0.001    0.001 scene.py:22(Scene)
        1    0.000    0.000    0.001    0.001 window.py:2(<module>)
        1    0.000    0.000    0.008    0.008 cell_derivatives.py:17(CellDerivatives)
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
        1    0.000    0.000    0.000    0.000 hermite_e.py:77(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1281(_to_unmasked_float_array)
       97    0.000    0.000    0.000    0.000 docstring.py:63(copy)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:1579(_parents)
       54    0.000    0.000    0.000    0.000 specifiers.py:144(operator)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.001    0.001 art3d.py:8(<module>)
        1    0.000    0.000    0.004    0.004 list_editor.py:73(ToolkitEditorFactory)
        8    0.000    0.000    0.000    0.000 preferences.py:495(_keys)
        1    0.000    0.000    0.002    0.002 viewport.py:2(<module>)
        1    0.000    0.000    0.001    0.001 textured_actor2d.py:2(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:21(Filter)
        1    0.000    0.000    0.006    0.006 cutter.py:19(Cutter)
        1    0.000    0.000    0.000    0.000 poly_data_normals.py:18(PolyDataNormals)
        1    0.000    0.000    0.000    0.000 pass_input_type_algorithm.py:34(PassInputTypeAlgorithm)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        2    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 window.py:33(Window)
        1    0.000    0.000    0.005    0.005 texture.py:2(<module>)
        1    0.000    0.000    0.001    0.001 extract_voi.py:2(<module>)
        1    0.000    0.000    0.006    0.006 extract_tensor_components.py:17(ExtractTensorComponents)
       28    0.000    0.000    0.000    0.000 {built-in method isValid}
       10    0.000    0.000    0.003    0.000 pyparsing.py:5120(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:213(BboxBase)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.001    0.001 adder_node.py:99(SceneAdderNode)
        1    0.000    0.000    0.005    0.005 plane.py:2(<module>)
        1    0.000    0.000    0.001    0.001 elevation_filter.py:2(<module>)
        1    0.000    0.000    0.001    0.001 threshold_points.py:2(<module>)
       32    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
       32    0.000    0.000    0.000    0.000 specifiers.py:139(_coerce_version)
        1    0.000    0.000    0.000    0.000 item.py:73(Item)
        1    0.000    0.000    0.081    0.081 contour_grid_plane.py:5(<module>)
        1    0.000    0.000    0.005    0.005 image_map_to_colors.py:2(<module>)
        1    0.000    0.000    0.004    0.004 elevation_filter.py:17(ElevationFilter)
        1    0.000    0.000    0.004    0.004 extract_vector_norm.py:16(ExtractVectorNorm)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.013    0.013 __init__.py:26(<module>)
        1    0.000    0.000    0.012    0.012 overrides.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
       28    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       18    0.000    0.000    0.002    0.000 rcsetup.py:437(validate_font_properties)
       18    0.000    0.000    0.000    0.000 data.py:131(_create_method)
        3    0.000    0.000    0.000    0.000 trait_list_object.py:382(<listcomp>)
       62    0.000    0.000    0.000    0.000 _generated_parser.py:758(__hash__)
        2    0.000    0.000    0.002    0.001 __init__.py:354(get_provider)
        1    0.000    0.000    0.003    0.003 color.py:20(<module>)
        1    0.000    0.000    0.002    0.002 confirmation_dialog.py:15(<module>)
        8    0.000    0.000    0.000    0.000 preferences_helper.py:65(_anytrait_changed)
        1    0.000    0.000    0.002    0.002 algorithm.py:2(<module>)
        1    0.000    0.000    0.001    0.001 three_d_widget.py:2(<module>)
      150    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 getlimits.py:366(__new__)
       34    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
       18    0.000    0.000    0.000    0.000 transforms.py:52(_make_str_method)
        1    0.000    0.000    0.000    0.000 markers.py:127(<module>)
        1    0.000    0.000    0.001    0.001 afm.py:36(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
        1    0.000    0.000    0.003    0.003 api.py:10(<module>)
        1    0.000    0.000    0.002    0.002 file_editor.py:43(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 configobj.py:709(items)
       14    0.000    0.000    0.000    0.000 configobj.py:1849(_handle_value)
        1    0.000    0.000    0.010    0.010 actor2d.py:2(<module>)
        1    0.000    0.000    0.001    0.001 threaded_image_algorithm.py:2(<module>)
        1    0.000    0.000    0.001    0.001 tube_filter.py:2(<module>)
        1    0.000    0.000    0.005    0.005 image_change_information.py:21(ImageChangeInformation)
        1    0.000    0.000    0.001    0.001 probe_filter.py:2(<module>)
      112    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.032    0.032 textpath.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _generated_parser.py:825(_deserialize)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 poly_data_source_widget.py:2(<module>)
        1    0.000    0.000    0.003    0.003 vector_cut_plane.py:6(<module>)
       10    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.001    0.001 uuid.py:45(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 splash_screen.py:30(SplashScreen)
        1    0.000    0.000    0.009    0.009 category.py:11(<module>)
        5    0.000    0.000    0.000    0.000 decorator.py:150(update)
        9    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.001    0.001 interactor_observer.py:2(<module>)
        1    0.000    0.000    0.009    0.009 poly_data_algorithm.py:2(<module>)
        1    0.000    0.000    0.007    0.007 orientation_axes.py:4(<module>)
        1    0.000    0.000    0.001    0.001 data_set_algorithm.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
      110    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        1    0.000    0.000    0.002    0.002 table.py:20(<module>)
        7    0.000    0.000    0.000    0.000 animator.py:195(__init__)
        1    0.000    0.000    0.005    0.005 delaunay3d.py:17(Delaunay3D)
        1    0.000    0.000    0.001    0.001 vector_norm.py:2(<module>)
       17    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        9    0.000    0.000    0.000    0.000 pathlib.py:252(gethomedir)
       32    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        2    0.000    0.000    0.002    0.001 __init__.py:2273(declare_namespace)
       71    0.000    0.000    0.000    0.000 __init__.py:2687(version)
        1    0.000    0.000    0.001    0.001 image_algorithm.py:2(<module>)
        1    0.000    0.000    0.001    0.001 point_set_algorithm.py:2(<module>)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:109(<module>)
       10    0.000    0.000    0.000    0.000 trait_handlers.py:703(info)
       40    0.000    0.000    0.000    0.000 markers.py:67(serialize)
        1    0.000    0.000    0.002    0.002 animator.py:24(Animator)
        1    0.000    0.000    0.005    0.005 delaunay2d.py:17(Delaunay2D)
        1    0.000    0.000    0.000    0.000 contour.py:16(Contour)
        1    0.000    0.000    0.000    0.000 decorations.py:335(Axes)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 laguerre.py:77(<module>)
        8    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.010    0.010 base.py:1(<module>)
        7    0.000    0.000    0.000    0.000 trait_converters.py:101(trait_for)
        1    0.000    0.000    0.000    0.000 title_editor.py:18(<module>)
        8    0.000    0.000    0.001    0.000 decorator.py:258(decorator)
        1    0.000    0.000    0.001    0.001 prop3d.py:2(<module>)
        1    0.000    0.000    0.001    0.001 delaunay2d.py:2(<module>)
        1    0.000    0.000    0.001    0.001 extract_edges.py:2(<module>)
       61    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
