0
ELAPSED: 93.84435153007507
wrote to ../../heightmaps/mp_eroded_50000_heightmap1.png
         34583490 function calls (34518688 primitive calls) in 97.285 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threshold_points.py:34(ThresholdPoints)
        2    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qVersion}
        3    0.000    0.000    0.001    0.000 __init__.py:14(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:2(<module>)
       52    0.000    0.000    0.000    0.000 pathlib.py:491(_select_from)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.010    0.010 state_pickler.py:507(load_state)
       16    0.000    0.000    0.000    0.000 has_traits.py:793(on_trait_change)
        1    0.000    0.000    0.002    0.002 i_window.py:13(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        4    0.000    0.000    0.000    0.000 messenger.py:301(connect)
        1    0.000    0.000    0.000    0.000 tvtk_base_handler.py:33(TVTKBaseHandler)
        4    0.000    0.000    0.000    0.000 object.py:70(_debug_changed)
        1    0.000    0.000    0.000    0.000 adder_node.py:293(<listcomp>)
        1    0.000    0.000    0.000    0.000 ivtk.py:177(SceneWithBrowser)
        1    0.000    0.000    0.000    0.000 browser.py:606(PipelineBrowser)
        1    0.000    0.000    0.006    0.006 extract_vector_components.py:4(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        3    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       10    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1888(QuadMesh)
        1    0.000    0.000    0.000    0.000 date_editor.py:62(DateEditor)
       11    0.000    0.000    0.000    0.000 legend_handler.py:59(__init__)
       42    0.000    0.000    0.000    0.000 _generated_parser.py:900(_get_width)
        1    0.000    0.000    0.000    0.000 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 confirmation_dialog.py:30(ConfirmationDialog)
        1    0.000    0.000    0.000    0.000 table_column.py:483(NumericColumn)
        1    0.000    0.000    0.443    0.443 vtk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper_functions.py:57(Pipeline)
        1    0.000    0.000    0.000    0.000 generic_module.py:55(GenericModule)
        1    0.000    0.000    0.004    0.004 structured_grid_outline.py:2(<module>)
        1    0.000    0.000    0.001    0.001 surface.py:2(<module>)
        1    0.000    0.000    0.000    0.000 vector_norm.py:34(VectorNorm)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1580(_check_savefig_extra_args)
        1    0.000    0.000    0.001    0.001 system_metrics.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1701(<dictcomp>)
        1    0.000    0.000    0.000    0.000 trait_converters.py:27(<module>)
        4    0.000    0.000    0.000    0.000 has_traits.py:2976(trait_names)
        1    0.000    0.000    0.000    0.000 _has_traits_helpers.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        8    0.000    0.000    0.000    0.000 specifiers.py:114(__eq__)
        1    0.000    0.000    0.000    0.000 file_dialog.py:28(FileDialog)
        3    0.000    0.000    0.002    0.001 __init__.py:43(_load_lexers)
        1    0.000    0.000    0.000    0.000 preference_binding.py:1(<module>)
        1    0.000    0.000    0.588    0.588 metadata.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 python.py:960(DgLexer)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 scale.py:263(LogScale)
        3    0.000    0.000    0.000    0.000 typing.py:212(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trait_list_object.py:11(<module>)
        1    0.000    0.000    0.414    0.414 code_editor.py:20(<module>)
        4    0.000    0.000    0.000    0.000 action_manager.py:210(find_group)
        1    0.000    0.000    0.020    0.020 python_editor.py:11(<module>)
        2    0.000    0.000    0.000    0.000 pygments_highlighter.py:94(replace_pattern)
        1    0.000    0.000    0.000    0.000 range_editor.py:157(_set_low)
        1    0.000    0.000    0.000    0.000 tuple_editor.py:52(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 preferences_helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scalar_bar_widget.py:34(ScalarBarWidget)
        1    0.000    0.000    0.000    0.000 abstract_mapper3d.py:34(AbstractMapper3D)
        1    0.000    0.000    0.002    0.002 wrapper.py:4(<module>)
        1    0.000    0.000    0.001    0.001 contour.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1863(Glue)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 console_widget.py:11(<module>)
        1    0.000    0.000    0.000    0.000 date_editor.py:19(<module>)
        1    0.000    0.000    0.004    0.004 _helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:23(dok_matrix)
        1    0.000    0.000    0.002    0.002 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _list_item_observer.py:11(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        1    0.000    0.000    0.002    0.002 toolkit.py:20(<module>)
        1    0.000    0.000    0.000    0.000 adaptation_offer.py:18(AdaptationOffer)
        1    0.000    0.000    0.000    0.000 i_directory_dialog.py:21(IDirectoryDialog)
        1    0.000    0.000    0.299    0.299 user_defined.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {method 'GetAbortExecute' of 'vtkmodules.vtkCommonExecutionModel.vtkAlgorithm' objects}
        4    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        6    0.000    0.000    0.000    0.000 deprecation.py:269(__init__)
        1    0.000    0.000    0.000    0.000 style.py:10(<module>)
        1    0.000    0.000    0.000    0.000 custom_editor.py:19(<module>)
        1    0.000    0.000    0.000    0.000 datetime_editor.py:28(DatetimeEditor)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:390(TraitChangeNotifyWrapper)
        1    0.000    0.000    0.052    0.052 __init__.py:556(__init__)
        1    0.000    0.000    0.000    0.000 toolkit.py:117(Toolkit)
        1    0.000    0.000    0.012    0.012 i_about_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 QtSvg.py:10(<module>)
        1    0.000    0.000    0.024    0.024 application_window.py:11(<module>)
        1    0.000    0.000    0.001    0.001 i_confirmation_dialog.py:11(<module>)
        1    0.000    0.000    0.017    0.017 hyper_streamline.py:7(<module>)
        1    0.000    0.000    0.006    0.006 quadric_decimation.py:6(<module>)
        1    0.000    0.000    0.000    0.000 probe_data.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       11    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
       28    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:442(Quiver)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 constants.py:52(ValidateTrait)
        1    0.000    0.000    0.000    0.000 _named_trait_observer.py:11(<module>)
        2    0.000    0.000    0.004    0.002 __init__.py:1148(resource_stream)
       18    0.000    0.000    0.000    0.000 __init__.py:2378(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 menu_manager.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tree_node.py:1011(ITreeNodeAdapterBridge)
        1    0.000    0.000    0.004    0.004 preferences_helpers.py:2(<module>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        2    0.000    0.000    0.008    0.004 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:14(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 offsetbox.py:179(OffsetBox)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        4    0.000    0.000    0.000    0.000 trait_handlers.py:153(info)
        4    0.000    0.000    0.000    0.000 trait_types.py:256(validate)
        1    0.000    0.000    0.000    0.000 _trait_added_observer.py:11(<module>)
        2    0.000    0.000    0.000    0.000 specifiers.py:413(_compare_equal)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
        1    0.000    0.000    0.003    0.003 i_dialog.py:11(<module>)
        1    0.000    0.000    0.002    0.002 tool_bar_manager.py:17(<module>)
        1    0.000    0.000    0.000    0.000 image_enum_editor.py:39(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 registry.py:25(Registry)
        7    0.000    0.000    0.007    0.001 tvtk_helper.py:360(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1689(Locator)
        1    0.000    0.000    0.000    0.000 gridspec.py:602(SubplotSpec)
        1    0.000    0.000    0.001    0.001 preference_manager.py:87(_root_default)
        1    0.000    0.000    0.000    0.000 helper.py:20(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:56(Handler)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.001    0.001 pipeline_base.py:4(<module>)
        1    0.000    0.000    0.007    0.007 custom_grid_plane.py:5(<module>)
        1    0.000    0.000    0.000    0.000 warp_vector.py:34(WarpVector)
        1    0.000    0.000    0.000    0.000 sources.py:446(MLineSource)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
        4    0.000    0.000    0.001    0.000 pyplot.py:794(close)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 multi_toolbar_window.py:16(<module>)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
       11    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
       14    0.000    0.000    0.000    0.000 _generated_parser.py:1088(<listcomp>)
        1    0.000    0.000    0.003    0.003 _generated_parser.py:1762(init_lexer)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.000    0.000 toolkit_traits.py:11(<module>)
        2    0.000    0.000    0.001    0.000 toolkit.py:440(font_trait)
        1    0.000    0.000    0.007    0.007 i_image_resource.py:10(<module>)
        1    0.000    0.000    0.000    0.000 listening_action.py:15(<module>)
        1    0.000    0.000    0.001    0.001 image_cache.py:15(<module>)
        1    0.000    0.000    0.001    0.001 i_splash_screen.py:11(<module>)
        1    0.000    0.000    0.000    0.000 border_widget.py:34(BorderWidget)
        1    0.000    0.000    0.000    0.000 component.py:18(Component)
        1    0.000    0.000    0.002    0.002 mask_points.py:6(<module>)
       45    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        2    0.000    0.000    0.001    0.000 pyparsing.py:5679(srange)
        1    0.000    0.000    0.000    0.000 compound_editor.py:17(<module>)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
        2    0.000    0.000    0.000    0.000 trait_types.py:476(validate)
       21    0.000    0.000    0.000    0.000 _generated_parser.py:908(max_width)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 status_bar_manager.py:23(StatusBarManager)
        1    0.000    0.000    0.000    0.000 dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 rgb_color_editor.py:21(<module>)
        7    0.000    0.000    0.000    0.000 table_filter.py:179(_anytrait_changed)
        1    0.000    0.000    0.000    0.000 popup_editor.py:72(PopupEditor)
        1    0.000    0.000    0.000    0.000 ui_editor.py:20(<module>)
        1    0.000    0.000    0.002    0.002 tensor_glyph.py:4(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:94(ElevationFilterFactory)
        1    0.000    0.000    0.001    0.001 cut_plane.py:6(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1251(mkdir)
       12    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_axisbelow)
        6    0.000    0.000    0.000    0.000 rcsetup.py:228(_make_type_validator)
        1    0.000    0.000    0.000    0.000 csv_list_editor.py:191(CSVListEditor)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.001    0.001 preference_manager.py:91(_mlab_default)
        3    0.000    0.000    0.000    0.000 __init__.py:646(iter_entry_points)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<module>)
        1    0.000    0.000    0.000    0.000 group.py:26(Group)
        1    0.000    0.000    0.001    0.001 i_clipboard.py:16(<module>)
        1    0.000    0.000    0.000    0.000 list_editor.py:183(ListItemProxy)
        1    0.000    0.000    0.000    0.000 filters.py:65(ThresholdFactory)
       39    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        5    0.000    0.000    0.000    0.000 getlimits.py:522(max)
       16    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        5    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1078(StandardPsFonts)
        1    0.000    0.000    0.001    0.001 split_widget.py:11(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 etsconfig.py:11(<module>)
        1    0.000    0.000    0.000    0.000 editor_factories.py:13(<module>)
        1    0.000    0.000    0.000    0.000 dock_window_theme.py:27(DockWindowTheme)
        1    0.000    0.000    0.001    0.001 dock_window_theme.py:19(<module>)
        1    0.000    0.000    0.007    0.007 python_shell.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_python_editor.py:20(IPythonEditor)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:349(_add_default_reverse_op)
        1    0.000    0.000    0.000    0.000 home_directory.py:14(get_home_directory)
        1    0.000    0.000    0.000    0.000 ivtk.py:293(IVTKWithCrustAndBrowser)
        1    0.000    0.000    0.000    0.000 picker.py:133(__init__)
        1    0.000    0.000    0.000    0.000 gradient_editor.py:12(<module>)
        1    0.000    0.000    0.000    0.000 linear_transform.py:34(LinearTransform)
        1    0.000    0.000    0.005    0.005 point_to_cell_data.py:6(<module>)
        1    0.000    0.000    0.000    0.000 sources.py:32(MlabSource)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(Path)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
        2    0.000    0.000    0.008    0.004 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 dnd_editor.py:22(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1453(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 undo.py:286(UndoHistory)
        1    0.000    0.000    0.000    0.000 i_dialog.py:21(IDialog)
        1    0.000    0.000    0.000    0.000 action.py:11(<module>)
        1    0.000    0.000    0.001    0.001 i_application_window.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_message_dialog.py:20(IMessageDialog)
        1    0.000    0.000    0.000    0.000 replace_widget.py:12(<module>)
        1    0.000    0.000    0.000    0.000 font_editor.py:19(<module>)
        8    0.000    0.000    0.000    0.000 preferences.py:218(keys)
        1    0.000    0.000    0.000    0.000 util.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wrapper.py:23(Wrapper)
        1    0.000    0.000    0.000    0.000 pipe_base.py:62(PipeFactory)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 {registerEventType}
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:264(validate_fonttype)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:168(<listcomp>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime_editor.py:19(<module>)
        1    0.000    0.000    0.008    0.008 image_resource.py:11(<module>)
        2    0.000    0.000    0.000    0.000 beep.py:12(<module>)
        1    0.000    0.000    0.000    0.000 i_file_dialog.py:23(IFileDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:27(<module>)
        1    0.000    0.000    0.007    0.007 decimatepro.py:6(<module>)
        1    0.000    0.000    0.006    0.006 stripper.py:6(<module>)
        4    0.000    0.000    0.000    0.000 {method 'GetVTKVersion' of 'vtkmodules.vtkCommonCore.vtkVersion' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:62(<setcomp>)
        1    0.000    0.000    0.000    0.000 default.py:17(DefaultStyle)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
        1    0.000    0.000    0.000    0.000 table.py:232(Table)
        1    0.000    0.000    0.122    0.122 voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _generated_parser.py:1724(deserialize)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:2034(<listcomp>)
        1    0.000    0.000    0.000    0.000 gui.py:32(GUI)
        1    0.000    0.000    0.001    0.001 image_cache.py:11(<module>)
        2    0.000    0.000    0.007    0.004 scoped_preferences.py:207(node)
       14    0.000    0.000    0.000    0.000 tvtk_base.py:554(_do_change)
        1    0.000    0.000    0.006    0.006 greedy_terrain_decimation.py:6(<module>)
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetTempPath}
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
       40    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        1    0.000    0.000    0.001    0.001 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 i_python_shell.py:11(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trait_handler.py:18(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 group.py:537(ShadowGroup)
        1    0.000    0.000    0.002    0.002 message_dialog.py:11(<module>)
       20    0.000    0.000    0.000    0.000 lexer.py:267(__new__)
        1    0.000    0.000    0.000    0.000 tree_node.py:1451(TreeNodeObject)
        1    0.000    0.000    0.000    0.000 shell_editor.py:27(_ShellEditor)
        1    0.000    0.000    0.000    0.000 search_editor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 off_screen_engine.py:3(<module>)
        1    0.000    0.000    0.001    0.001 filter.py:3(<module>)
        1    0.000    0.000    0.004    0.004 extract_vector_norm.py:6(<module>)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
        1    0.000    0.000    0.000    0.000 custom_editor.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 __init__.py:104(<listcomp>)
       23    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
        2    0.000    0.000    0.000    0.000 blas.py:363(_memoize_get_funcs)
       19    0.000    0.000    0.000    0.000 has_traits.py:3069(<listcomp>)
        5    0.000    0.000    0.000    0.000 has_traits.py:3208(_init_trait_method_listener)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.000    0.000 image_resource.py:28(ImageResource)
        1    0.000    0.000    0.000    0.000 action_item.py:38(_MenuItem)
        1    0.000    0.000    0.002    0.002 action_manager.py:11(<module>)
        1    0.000    0.000    0.000    0.000 field_action.py:18(FieldAction)
        1    0.000    0.000    0.000    0.000 code_widget.py:554(AdvancedCodeWidget)
        1    0.000    0.000    0.000    0.000 adder_node.py:283(SourceAdderNode)
        1    0.000    0.000    0.006    0.006 extract_tensor_components.py:6(<module>)
       22    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        7    0.000    0.000    0.000    0.000 {method 'GetNumberOfInputPorts' of 'vtkmodules.vtkCommonExecutionModel.vtkExecutive' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:204(broadcast_arrays)
        2    0.000    0.000    0.000    0.000 __init__.py:1291(_fixupChildren)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        1    0.000    0.000    0.000    0.000 i_single_choice_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 kdtree.py:182(KDTree)
        3    0.000    0.000    0.000    0.000 decorator.py:223(decorate)
        1    0.000    0.000    0.000    0.000 etsconfig.py:388(_initialize_application_data)
        8    0.000    0.000    0.000    0.000 trait_factory.py:33(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(NullProvider)
        1    0.000    0.000    0.004    0.004 basic_editor_factory.py:20(<module>)
        9    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       36    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        3    0.000    0.000    0.000    0.000 tvtk_base.py:67(remove)
        1    0.000    0.000    0.000    0.000 ivtk.py:366(IVTK)
        1    0.000    0.000    0.000    0.000 modules.py:474(ImagePlaneWidgetFactory)
        1    0.000    0.000    0.000    0.000 poly_data_source_widget.py:34(PolyDataSourceWidget)
        1    0.000    0.000    0.001    0.001 poly_data_normals.py:6(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:35(TubeFactory)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.000    0.000 python.py:691(PythonTracebackLexer)
        1    0.000    0.000    0.000    0.000 unistring.py:13(<module>)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        1    0.000    0.000    0.018    0.018 _geometric_slerp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exception_handling.py:14(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1149(ZipFile)
        1    0.000    0.000    0.000    0.000 key_pressed_event.py:16(KeyPressedEvent)
        1    0.000    0.000    0.000    0.000 modeline.py:10(<module>)
        3    0.000    0.000    0.000    0.000 messenger.py:170(disconnect)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 composite_data_geometry_filter.py:34(CompositeDataGeometryFilter)
        1    0.000    0.000    0.000    0.000 triangle_filter.py:34(TriangleFilter)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
